species
"Abditibacterium utsteinense"
"Flavobacterium psychrophilum"
"Flavobacterium psychroterrae"
"Flavobacterium qiangtangense"
"Flavobacterium quisquiliarum"
"Flavobacterium rakeshii"
"Flavobacterium ranwuense"
"Flavobacterium reichenbachii"
"Flavobacterium resistens"
"Flavobacterium riviphilum"
"Flavobacterium rivuli"
"Flavobacterium saccharophilum"
"Flavobacterium saliperosum"
"Flavobacterium sangjuense"
"Flavobacterium sasangense"
"Flavobacterium sediminilitoris"
"Flavobacterium sediminis"
"Flavobacterium segetis"
"Flavobacterium seoulense"
"Flavobacterium shanxiense"
"Flavobacterium silvisoli"
"Flavobacterium sinopsychrotolerans"
"Flavobacterium soli"
"Flavobacterium soyangense"
"Flavobacterium sp."
"Flavobacterium squillarum"
"Flavobacterium suaedae"
"Flavobacterium subsaxonicum"
"Flavobacterium succinicans"
"Flavobacterium sufflavum"
"Flavobacterium sulfureum"
"Flavobacterium suncheonense"
"Flavobacterium supellecticarium"
"Flavobacterium swingsii"
"Flavobacterium tegetincola"
"Flavobacterium terrae"
"Flavobacterium terrigena"
"Flavobacterium terriphilum"
"Flavobacterium thermophilum"
"Flavobacterium tiangeerense"
"Flavobacterium tibetense"
"Flavobacterium tilapiae"
"Flavobacterium tistrianum"
"Flavobacterium tructae"
"Flavobacterium tyrosinilyticum"
"Flavobacterium ummariense"
"Flavobacterium urocaniciphilum"
"Flavobacterium urumqiense"
"Flavobacterium ustbae"
"Flavobacterium verecundum"
"Flavobacterium weaverense"
"Flavobacterium xanthum"
"Flavobacterium xinjiangense"
"Flavobacterium xueshanense"
"Flavobacterium yanchengense"
"Flavobacterium yonginense"
"Flavonifractor plautii"
"Flavonifractor sp."
"Flectobacillus fontis"
"Flectobacillus lacus"
"Flectobacillus major"
"Flectobacillus pallidus"
"Flectobacillus roseus"
"Flexibacter aggregans"
"Flexibacter flexilis"
"Flexibacter sp."
"Flexilinea flocculi"
"Flexispira rappini"
"Flexistipes sinusarabici"
"Flexithrix dorotheae"
"Flexivirga alba"
"Flexivirga endophytica"
"Flexivirga lutea"
"Flexivirga oryzae"
"Flindersiella endophytica"
"Flintibacter butyricus"
"Flintibacter sp."
"Floccifex porci"
"Floricoccus penangensis"
"Floricoccus tropicus"
"Fluviibacter phosphoraccumulans"
"Fluviicoccus keumensis"
"Fluviicola chungangensis"
"Fluviicola kyonggii"
"Fluviicola taffensis"
"Fluviimonas pallidilutea"
"Fluviispira multicolorata"
"Fodinibacter luteus"
"Fodinibius salinus"
"Fodinicola feengrottensis"
"Fodinicurvata fenggangensis"
"Fodinicurvata halophila"
"Fodinicurvata sediminis"
"Fontibacillus aquaticus"
"Fontibacillus panacisegetis"
"Fontibacillus pullulanilyticus"
"Fontibacter ferrireducens"
"Fontibacter flavus"
"Fonticella tunisiensis"
"Fontimonas thermophila"
"Formivibrio citricus"
"Formosa agariphila"
"Formosa algae"
"Formosa sp."
"Formosa undariae"
"Formosimonas limnophila"
"Fournierella massiliensis"
"Francisella asiatica"
"Francisella halioticida"
"Francisella hispaniensis"
"Francisella noatunensis"
"Francisella orientalis"
"Francisella persica"
"Francisella philomiragia"
"Francisella tularensis"
"Francisella tularensis subsp. holarctica"
"Francisella tularensis subsp. novicida"
"Franconibacter daqui"
"Franconibacter helveticus"
"Franconibacter pulveris"
"Frankia alni"
"Frankia asymbiotica"
"Frankia canadensis"
"Frankia casuarinae"
"Frankia coriariae"
"Frankia discariae"
"Frankia elaeagni"
"Frankia inefficax"
"Frankia irregularis"
"Frankia saprophytica"
"Frankia soli"
"Frankia sp."
"Frankia torreyi"
"Frateuria aurantia"
"Frateuria defendens"
"Frateuria terrea"
"Frederiksenia canicola"
"Fredinandcohnia aciditolerans"
"Fredinandcohnia humi"
"Fretibacter rubidus"
"Fretibacterium fastidiosum"
"Friedmanniella luteola"
"Frigidibacter albus"
"Frigoribacterium endophyticum"
"Frigoribacterium faeni"
"Frigoribacterium salinisoli"
"Frigoribacterium sp."
"Frischella japonica"
"Frischella perrara"
"Frisingicoccus caecimuris"
"Frondibacter mangrovi"
"Frondihabitans australicus"
"Frondihabitans cladoniiphilus"
"Frondihabitans peucedani"
"Frondihabitans sp."
"Frondihabitans sucicola"
"Fructilactobacillus florum"
"Fructilactobacillus fructivorans"
"Fructilactobacillus ixorae"
"Fructilactobacillus lindneri"
"Fructilactobacillus sanfranciscensis"
"Fructilactobacillus vespulae"
"Fructobacillus durionis"
"Fructobacillus ficulneus"
"Fructobacillus fructosus"
"Fructobacillus pseudoficulneus"
"Fructobacillus tropaeoli"
"Fuchsiella alkaliacetigena"
"Fuchsiella ferrireducens"
"Fudania jinshanensis"
"Fuerstiella marisgermanici"
"Fulvibacter tottoriensis"
"Fulvimarina manganoxydans"
"Fulvimarina pelagi"
"Fulvimonas soli"
"Fulvimonas sp."
"Fulvimonas yonginensis"
"Fulvitalea axinellae"
"Fulvivirga imtechensis"
"Fulvivirga kasyanovii"
"Fulvivirga lutimaris"
"Fundicoccus ignavus"
"Fundidesulfovibrio butyratiphilus"
"Fundidesulfovibrio putealis"
"Furfurilactobacillus curtus"
"Furfurilactobacillus rossiae"
"Furfurilactobacillus siliginis"
"Fusibacter bizertensis"
"Fusibacter fontis"
"Fusibacter paucivorans"
"Fusibacter tunisiensis"
"Fusicatenibacter saccharivorans"
"Fusobacterium canifelinum"
"Fusobacterium equinum"
"Fusobacterium gastrosuis"
"Fusobacterium gonidiaformans"
"Fusobacterium hwasookii"
"Fusobacterium mortiferum"
"Fusobacterium naviforme"
"Fusobacterium necrogenes"
"Fusobacterium necrophorum"
"Fusobacterium necrophorum subsp. funduliforme"
"Fusobacterium necrophorum subsp. necrophorum"
"Fusobacterium nucleatum"
"Fusobacterium nucleatum subsp. animalis"
"Fusobacterium nucleatum subsp. nucleatum"
"Fusobacterium nucleatum subsp. polymorphum"
"Fusobacterium nucleatum subsp. vincentii"
"Fusobacterium perfoetens"
"Fusobacterium periodonticum"
"Fusobacterium pseudoperiodonticum"
"Fusobacterium russii"
"Fusobacterium simiae"
"Fusobacterium sp."
"Fusobacterium ulcerans"
"Fusobacterium varium"
"Gabonia massiliensis"
"Gabonibacter timonensis"
"Gaetbulibacter aestuarii"
"Gaetbulibacter aquiaggeris"
"Gaetbulibacter jejuensis"
"Gaetbulibacter lutimaris"
"Gaetbulibacter marinus"
"Gaetbulibacter saemankumensis"
"Gaetbulibacter sp."
"Galactobacter caseinivorans"
"Galactobacter valiniphilus"
"Galbibacter marinus"
"Galbibacter mesophilus"
"Galbitalea soli"
"Galenea microaerophila"
"Gallaecimonas pentaromativorans"
"Gallaecimonas sp."
"Gallaecimonas xiamenensis"
"Gallalistipes aquisgranensis"
"Gallibacter intestinalis"
"Gallibacterium anatis"
"Gallibacterium melopsittaci"
"Gallibacterium sp."
"Gallibacterium trehalosifermentans"
"Gallicola barnesae"
"Galliscardovia ingluviei"
"Gandjariella thermophila"
"Gangjinia marincola"
"Garciella nitratireducens"
"Gardnerella leopoldii"
"Gardnerella piotii"
"Gardnerella swidsinskii"
"Gardnerella vaginalis"
"Garicola koreensis"
"Garritya polymorpha"
"Gayadomonas joobiniege"
"Geitlerinema sp."
"Gelatiniphilus marinus"
"Gelidibacter algens"
"Gelidibacter flavus"
"Gelidibacter gilvus"
"Gelidibacter japonicus"
"Gelidibacter mesophilus"
"Gelidibacter salicanalis"
"Gelidibacter sediminis"
"Gellertiella hungarica"
"Gelria glutamica"
"Gemella asaccharolytica"
"Gemella bergeri"
"Gemella cuniculi"
"Gemella haemolysans"
"Gemella morbillorum"
"Gemella palaticanis"
"Gemella parahaemolysans"
"Gemella sanguinis"
"Gemella taiwanensis"
"Geminicoccus roseus"
"Geminisphaera colitermitum"
"Gemmata massiliana"
"Gemmata obscuriglobus"
"Gemmata sp."
"Gemmatimonas aurantiaca"
"Gemmatimonas phototrophica"
"Gemmiger gallinarum"
"Gemmobacter aestuarii"
"Gemmobacter aquaticus"
"Gemmobacter aquatilis"
"Gemmobacter caeni"
"Gemmobacter fontiphilus"
"Gemmobacter intermedius"
"Gemmobacter lanyuensis"
"Gemmobacter lutimaris"
"Gemmobacter megaterium"
"Gemmobacter nanjingensis"
"Gemmobacter nectariphilus"
"Gemmobacter serpentinus"
"Gemmobacter sp."
"Gemmobacter straminiformis"
"Gemmobacter tilapiae"
"Geoalkalibacter ferrihydriticus"
"Geoalkalibacter subterraneus"
"Geobacillus icigianus"
"Geobacillus jurassicus"
"Geobacillus kaustophilus"
"Geobacillus lituanicus"
"Geobacillus mahadia"
"Geobacillus proteiniphilus"
"Geobacillus sp."
"Geobacillus stearothermophilus"
"Geobacillus subterraneus"
"Geobacillus subterraneus subsp. aromaticivorans"
"Geobacillus thermocatenulatus"
"Geobacillus thermodenitrificans"
"Geobacillus thermodenitrificans subsp. calidus"
"Geobacillus thermodenitrificans subsp. thermodenitrificans"
"Geobacillus thermoleovorans"
"Geobacillus thermoleovorans subsp. stromboliensis"
"Geobacillus toebii subsp. decanicus"
"Geobacillus uzenensis"
"Geobacillus vulcani"
"Geobacillus zalihae"
"Geobacter anodireducens"
"Geobacter chapellei"
"Geobacter grbiciae"
"Geobacter hydrogenophilus"
"Geobacter luticola"
"Geobacter metallireducens"
"Geobacter pelophilus"
"Geobacter pickeringii"
"Geobacter psychrophilus"
"Geobacter sp."
"Geobacter sulfurreducens"
"Geobacter sulfurreducens subsp. ethanolicus"
"Geodermatophilus africanus"
"Geodermatophilus amargosae"
"Geodermatophilus aquaeductus"
"Geodermatophilus arenarius"
"Geodermatophilus bullaregiensis"
"Geodermatophilus daqingensis"
"Geodermatophilus dictyosporus"
"Geodermatophilus marinus"
"Geodermatophilus nigrescens"
"Geodermatophilus normandii"
"Geodermatophilus obscurus"
"Geodermatophilus poikilotrophus"
"Geodermatophilus pulveris"
"Geodermatophilus ruber"
"Geodermatophilus sabuli"
"Geodermatophilus saharensis"
"Geodermatophilus siccatus"
"Geodermatophilus sp."
"Geodermatophilus telluris"
"Geodermatophilus tzadiensis"
"Geofilum rhodophaeum"
"Geofilum rubicundum"
"Geoglobus acetivorans"
"Geoglobus ahangari"
"Geojedonia litorea"
"Geomicrobium halophilum"
"Geomicrobium sediminis"
"Geomicrobium sp."
"Geomonas bemidjiensis"
"Geomonas bremensis"
"Geomonas oryzae"
"Geomonas soli"
"Geopsychrobacter electrodiphilus"
"Georgenia daeguensis"
"Georgenia deserti"
"Georgenia faecalis"
"Georgenia halophila"
"Georgenia muralis"
"Georgenia ruanii"
"Georgenia satyanarayanai"
"Georgenia sediminis"
"Georgenia soli"
"Georgenia sp."
"Georgenia subflava"
"Georgenia thermotolerans"
"Georgenia wutianyii"
"Georgenia yuyongxinii"
"Georgfuchsia toluolica"
"Geosporobacter ferrireducens"
"Geosporobacter subterraneus"
"Geotalea daltonii"
"Geotalea toluenoxydans"
"Geotalea uraniireducens"
"Geothermobacter ehrlichii"
"Geothermomicrobium terrae"
"Geothrix fermentans"
"Geovibrio thiophilus"
"Ghiorsea bivora"
"Gibbsiella dentisursi"
"Gibbsiella greigii"
"Gibbsiella quercinecans"
"Giesbergeria anulus"
"Giesbergeria giesbergeri"
"Giesbergeria kuznetsovii"
"Giesbergeria sinuosa"
"Giesbergeria voronezhensis"
"Gilliamella apicola"
"Gilliamella apis"
"Gilliamella bombi"
"Gilliamella bombicola"
"Gilliamella intestini"
"Gilliamella mensalis"
"Gillisia hiemivivida"
"Gillisia illustrilutea"
"Gillisia limnaea"
"Gillisia marina"
"Gillisia mitskevichiae"
"Gillisia myxillae"
"Gillisia sandarakina"
"Gilvibacter sediminis"
"Gilvimarinus chinensis"
"Gilvimarinus japonicus"
"Gilvimarinus polysaccharolyticus"
"Gimesia alba"
"Gimesia algae"
"Gimesia aquarii"
"Gimesia fumaroli"
"Gimesia maris"
"Gimesia panareensis"
"Glaciecola nitratireducens"
"Glaciecola pallidula"
"Glaciecola punicea"
"Glaciecola sp."
"Glaciibacter superstes"
"Glaciihabitans arcticus"
"Glaciihabitans sp."
"Glaciihabitans tibetensis"
"Glaciimonas alpina"
"Glaciimonas frigoris"
"Glaciimonas immobilis"
"Glaciimonas singularis"
"Glaciimonas soli"
"Glaesserella parasuis"
"Gleimia coleocanis"
"Gleimia europaea"
"Gleimia hominis"
"Globicatella sanguinis"
"Globicatella sp."
"Globicatella sulfidifaciens"
"Glucerabacter canisensis"
"Gluconacetobacter aggeris"
"Gluconacetobacter asukensis"
"Gluconacetobacter azotocaptans"
"Gluconacetobacter diazotrophicus"
"Gluconacetobacter europaeus"
"Gluconacetobacter hansenii"
"Gluconacetobacter johannae"
"Gluconacetobacter liquefaciens"
"Gluconacetobacter sacchari"
"Gluconacetobacter takamatsuzukensis"
"Gluconacetobacter tumulicola"
"Gluconacetobacter tumulisoli"
"Gluconacetobacter xylinus"
"Gluconobacter albidus"
"Gluconobacter cerevisiae"
"Gluconobacter cerinus"
"Gluconobacter frateurii"
"Gluconobacter japonicus"
"Gluconobacter morbifer"
"Gluconobacter oxydans"
"Gluconobacter roseus"
"Gluconobacter sp."
"Gluconobacter sphaericus"
"Gluconobacter thailandicus"
"Glutamicibacter ardleyensis"
"Glutamicibacter arilaitensis"
"Glutamicibacter bergerei"
"Glutamicibacter creatinolyticus"
"Glutamicibacter endophyticus"
"Glutamicibacter halophytocola"
"Glutamicibacter mishrai"
"Glutamicibacter nicotianae"
"Glutamicibacter protophormiae"
"Glutamicibacter soli"
"Glutamicibacter sp."
"Glutamicibacter uratoxydans"
"Glycocaulis abyssi"
"Glycocaulis profundi"
"Glycomyces albidus"
"Glycomyces albus"
"Glycomyces algeriensis"
"Glycomyces anabasis"
"Glycomyces arizonensis"
"Glycomyces artemisiae"
"Glycomyces buryatensis"
"Glycomyces dulcitolivorans"
"Glycomyces endophyticus"
"Glycomyces fuscus"
"Glycomyces halotolerans"
"Glycomyces harbinensis"
"Glycomyces lacisalsi"
"Glycomyces lechevalierae"
"Glycomyces luteolus"
"Glycomyces mayteni"
"Glycomyces paridis"
"Glycomyces phytohabitans"
"Glycomyces rhizosphaerae"
"Glycomyces rutgersensis"
"Glycomyces sambucus"
"Glycomyces scopariae"
"Glycomyces sediminimaris"
"Glycomyces sp."
"Glycomyces tarimensis"
"Glycomyces tenuis"
"Glycomyces tritici"
"Glycomyces xiaoerkulensis"
"Gomphosphaeria aponina"
"Goodfellowiella coeruleoviolacea"
"Goodfellowiella sp."
"Gordonia aichiensis"
"Gordonia alkaliphila"
"Gordonia alkanivorans"
"Gordonia amarae"
"Gordonia amicalis"
"Gordonia araii"
"Gordonia australis"
"Gordonia bronchialis"
"Gordonia caeni"
"Gordonia cholesterolivorans"
"Gordonia defluvii"
"Gordonia desulfuricans"
"Gordonia didemni"
"Gordonia effusa"
"Gordonia hankookensis"
"Gordonia hirsuta"
"Gordonia hongkongensis"
"Gordonia humi"
"Gordonia hydrophobica"
"Gordonia insulae"
"Gordonia jacobaea"
"Gordonia jinhuaensis"
"Gordonia lacunae"
"Gordonia malaquae"
"Gordonia namibiensis"
"Gordonia neofelifaecis"
"Gordonia oryzae"
"Gordonia otitidis"
"Gordonia paraffinivorans"
"Gordonia phosphorivorans"
"Gordonia phthalatica"
"Gordonia polyisoprenivorans"
"Gordonia rhizosphera"
"Gordonia rubripertincta"
"Gordonia sediminis"
"Gordonia shandongensis"
"Gordonia sihwensis"
"Gordonia sinesedis"
"Gordonia soli"
"Gordonia sp."
"Gordonia sputi"
"Gordonia terrae"
"Gordonia westfalica"
"Gordonibacter pamelaeae"
"Gordonibacter sp."
"Gordonibacter urolithinfaciens"
"Gorillibacterium massiliense"
"Gottfriedia acidiceleris"
"Gottfriedia luciferensis"
"Gottfriedia solisilvae"
"Gottschalkia acidurici"
"Gottschalkia purinilytica"
"Gracilibacillus aidingensis"
"Gracilibacillus alcaliphilus"
"Gracilibacillus bigeumensis"
"Gracilibacillus boraciitolerans"
"Gracilibacillus dipsosauri"
"Gracilibacillus eburneus"
"Gracilibacillus halophilus"
"Gracilibacillus halotolerans"
"Gracilibacillus kekensis"
"Gracilibacillus kimchii"
"Gracilibacillus lacisalsi"
"Gracilibacillus marinus"
"Gracilibacillus massiliensis"
"Gracilibacillus orientalis"
"Gracilibacillus oryzae"
"Gracilibacillus quinghaiensis"
"Gracilibacillus saliphilus"
"Gracilibacillus sp."
"Gracilibacillus thailandensis"
"Gracilibacillus timonensis"
"Gracilibacillus ureilyticus"
"Gracilibacillus xinjiangensis"
"Gracilibacter thermotolerans"
"Gracilimonas amylolytica"
"Gracilimonas halophila"
"Gracilimonas mengyeensis"
"Gracilimonas rosea"
"Gracilimonas tropica"
"Gramella aestuarii"
"Gramella bathymodioli"
"Gramella echinicola"
"Gramella forsetii"
"Gramella fulva"
"Gramella gaetbulicola"
"Gramella marina"
"Gramella oceani"
"Gramella planctonica"
"Gramella portivictoriae"
"Gramella salexigens"
"Gramella sediminilitoris"
"Granulibacter bethesdensis"
"Granulicatella adiacens"
"Granulicatella balaenopterae"
"Granulicatella elegans"
"Granulicatella sp."
"Granulicella acidiphila"
"Granulicella aggregans"
"Granulicella arctica"
"Granulicella cerasi"
"Granulicella mallensis"
"Granulicella paludicola"
"Granulicella pectinivorans"
"Granulicella rosea"
"Granulicella sapmiensis"
"Granulicella sibirica"
"Granulicella tundricola"
"Granulicoccus phenolivorans"
"Granulosicoccus antarcticus"
"Granulosicoccus coccoides"
"Granulosicoccus undariae"
"Grimontia celer"
"Grimontia hollisae"
"Grimontia indica"
"Gryllotalpicola daejeonensis"
"Gryllotalpicola ginsengisoli"
"Gryllotalpicola koreensis"
"Gryllotalpicola kribbensis"
"Gryllotalpicola soli"
"Gudongella oleilytica"
"Guggenheimella bovis"
"Gulbenkiania indica"
"Gulbenkiania mobilis"
"Gulosibacter bifidus"
"Gulosibacter chungangensis"
"Gulosibacter faecalis"
"Gulosibacter macacae"
"Gulosibacter molinativorax"
"Gulosibacter sp."
"Guyparkeria halophila"
"Guyparkeria hydrothermalis"
"Gynuella sunshinyii"
"Gynumella flava"
"Gynurincola endophyticus"
"Haematobacter massiliensis"
"Haematobacter missouriensis"
"Haematobacter sp."
"Haematomicrobium sanguinis"
"Haematospirillum jordaniae"
"Haemophilus aegyptius"
"Haemophilus ducreyi"
"Haemophilus felis"
"Haemophilus haemolyticus"
"Haemophilus influenzae"
"Haemophilus massiliensis"
"Haemophilus paracuniculus"
"Haemophilus parahaemolyticus"
"Haemophilus parainfluenzae"
"Haemophilus paraphrohaemolyticus"
"Haemophilus piscium"
"Haemophilus pittmaniae"
"Haemophilus quentini"
"Haemophilus sp."
"Haemophilus sputorum"
"Hafnia alvei"
"Hafnia paralvei"
"Hafnia psychrotolerans"
"Hafnia sp."
"Hahella chejuensis"
"Hahella ganghwensis"
"Hahyoungchilella caricis"
"Haladaptatus cibarius"
"Haladaptatus litoreus"
"Haladaptatus pallidirubidus"
"Haladaptatus paucihalophilus"
"Halalkaliarchaeum desulfuricum"
"Halalkalibacillus halophilus"
"Halalkalibacillus sp."
"Halalkalicoccus jeotgali"
"Halalkalicoccus paucihalophilus"
"Halalkalicoccus tibetensis"
"Halalkalirubrum salinum"
"Halanaeroarchaeum sulfurireducens"
"Halanaerobacter chitinivorans"
"Halanaerobacter jeridensis"
"Halanaerobacter lacunarum"
"Halanaerobacter salinarius"
"Halanaerobaculum tunisiense"
"Halanaerobium acetethylicum"
"Halanaerobium alcaliphilum"
"Halanaerobium congolense"
"Halanaerobium lacusrosei"
"Halanaerobium praevalens"
"Halanaerobium saccharolyticum"
"Halanaerobium saccharolyticum subsp. saccharolyticum"
"Halanaerobium sehlinense"
"Halanaerobium sp."
"Halanaerocella petrolearia"
"Halapricum salinum"
"Halarchaeum acidiphilum"
"Halarchaeum grantii"
"Halarchaeum nitratireducens"
"Halarchaeum rubridurum"
"Halarchaeum salinum"
"Halarchaeum solikamskense"
"Halarcobacter ebronensis"
"Halarcobacter sp."
"Halarsenatibacter silvermanii"
"Haliangium ochraceum"
"Haliangium tepidum"
"Haliea atlantica"
"Haliea salexigens"
"Haliea sp."
"Halioglobus japonicus"
"Halioglobus pacificus"
"Halioxenophilus aromaticivorans"
"Haliscomenobacter hydrossis"
"Hallella seregens"
"Hallerella porci"
"Hallerella succinigenes"
"Haloactinomyces albus"
"Haloactinopolyspora alba"
"Haloactinopolyspora alkaliphila"
"Haloactinospora alba"
"Haloactinospora sp."
"Haloarchaeobius amylolyticus"
"Haloarchaeobius baliensis"
"Haloarchaeobius iranensis"
"Haloarchaeobius litoreus"
"Haloarchaeobius salinus"
"Haloarcula aidinensis"
"Haloarcula amylolytica"
"Haloarcula argentinensis"
"Haloarcula californiae"
"Haloarcula hispanica"
"Haloarcula japonica"
"Haloarcula mannanilytica"
"Haloarcula marismortui"
"Haloarcula quadrata"
"Haloarcula salaria"
"Haloarcula sebkhae"
"Haloarcula sinaiiensis"
"Haloarcula sp."
"Haloarcula tradensis"
"Haloarcula vallismortis"
"Halobacillus aidingensis"
"Halobacillus alkaliphilus"
"Halobacillus andaensis"
"Halobacillus blutaparonensis"
"Halobacillus campisalis"
"Halobacillus dabanensis"
"Halobacillus faecis"
"Halobacillus halophilus"
"Halobacillus hunanensis"
"Halobacillus karajensis"
"Halobacillus kuroshimensis"
"Halobacillus litoralis"
"Halobacillus locisalis"
"Halobacillus mangrovi"
"Halobacillus marinus"
"Halobacillus naozhouensis"
"Halobacillus profundi"
"Halobacillus salinus"
"Halobacillus salsuginis"
"Halobacillus seohaensis"
"Halobacillus sp."
"Halobacillus trueperi"
"Halobacillus yeomjeoni"
"Halobacteriovorax litoralis"
"Halobacteriovorax marinus"
"Halobacteriovorax vibrionivorans"
"Halobacterium bonnevillei"
"Halobacterium distributum"
"Halobacterium jilantaiense"
"Halobacterium litoreum"
"Halobacterium noricense"
"Halobacterium rubrum"
"Halobacterium salinarum"
"Halobacterium sp."
"Halobacteroides elegans"
"Halobacteroides halobius"
